cluster_id,text,count,sustainability_class
2911,Break down information barriers among social organizations and various actors in urban community-based elderly care services,4,NR
2915,Fertilization to optimize ecological functions,4,
2920,Soil and water conservation management in the Huangfuchuan River basin,3,
2921,Considering alternative heat energy sources and streamlining transportation strategies,5,S
2926,Promoting inclusive and transparent governance practices to foster trust and community ownership,7,PS
2929,Master Plan for Ecological Environmental Protection and Utilization of Jiaozuo City's Beishan,4,S
2933,Co-experiment the practicability of measures and economically and ecologically assess them at local scale,5,
2941,International transfer of mitigation outcomes (ITMOs),3,
2946,Government development programmes for small and medium-sized farms,4,NR
2954,Supportive relations with professionals from health and social care,3,NR
2959,Integrating the educational component into regional development management strategies,7,NR
2963,Employee training and development programs to promote decent work and economic growth (SDG 8),6,NR
2964,Implementation of public education campaigns to raise awareness about the importance of well-being and sustainable development.,5,NR
2965,Exploration of who are the people conducting NBHI interventions to determine the level of training and expertise required,4,
2966,"Stringent environmental control policies in the Baiyangdian Basin, where overall environmental emission limits are set at low levels",6,
2967,Development of rules for reducing the number of buses during harsh weather conditions,3,
2975,WeChat-group-based health education centered on community-based basic public services,4,NR
2977,Regulatory authorities addressing boundary resource design that prevents developers of peripheral applications from accounting for values.,4,
2978,Enhancing education and health interventions,3,NR
2979,Providing both monetary and non-monetary rewards to support employees’ sustainable behavior,3,NR
2982,Mindful eating program for obese breast cancer survivors,3,NR
2983,Issuance of more recreational fishing licenses during the COVID-19 pandemic,3,
2988,Early detection and monitoring of RPW,4,
3017,Funding and capacity-building for sustainable resource management,7,S
3018,Guidance on managing business responsibilities during treatment for self-employed individuals,3,NR
3032,Testing the PRIA method under various geographical and organisational settings.,5,
3034,Regulamento do código do imposto sobre o rendimento das pessoas singulares (Decreto n. 8/2008 de 16 Abril),3,
3037,Lei tributária da actividade mineira (Lei n. 11/2007 de 27 Junho),6,
3040,Implementing psychological well-being programs for employees,4,NR
3044,Utilize and implement a roadmap for creating and expanding networks of water level sensors in coastal communities,5,NR
3048,Integrated extension services to build local capacity and promote sustainable agricultural technologies,3,
3059,Designing and developing communities based on the qualities and mix of benefits from regional development,9,PS
3061,24-week PA practice program effect after an awareness-raising intervention in HLH with greater monitoring control inside and outside the work environment,4,
3062,New policy frameworks adjusted to minimize risk factors in a sustainable manner,4,S
3063,Collaborative planning for community and environment,5,S
3064,Investigations of drivers of change in broad habitats,4,
3088,Improving the systematic planning and administration of green areas,5,NR
3093,Restoring forest damage through reforestation programs.,3,S
3097,Effective use of production potential in agriculture,3,PS
3099,Evaluating the long-term impacts of policy reforms on emission trajectories,3,PS
3102,IWGFM private-public partnership between the New Zealand agro-food industry and central government,3,
3106,Increasing access to education and job training,5,NR
3116,Policy harmonization using the Al-Mizan principle in economic and environmental laws,3,
3117,Formulate differentiated environmental standards for water ecological environment restoration,3,
3121,Export-oriented agribusiness policies,4,NS
3132,Strategic investments in progressive technologies and sustainable ventures,6,S
3134,Intersectoral partnership and collaboration with shared resources and effective resource allocation,4,NR
3137,Employing energy analysis modules to assess the environmental impact of design choices and support sustainability initiatives,8,S
3150,Rational planning of land use spatial patterns to avoid the degradation of ecosystem resilience.,3,S
3158,"Equipping community health workers with comprehensive training, ongoing mentorship and regular refresher courses",6,NR
3160,"Use of CAR data for territorial planning to locate PPA, LR, and vegetation surpluses, orienting vegetation recovery or compensation for greater environmental gains.",3,S
