Sector,Theme,Keywords, OpenAlex_Article_Count,to_suppress
Sufficiency ,Resource conservation,positive energy housing,"  3,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Minimum density restrictions,"  3,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Zoning for mixed-use and density,"  3,00 ",
Urban settlements ,Urban waste management infrastructure,alternative waste management pathways,"  3,00 ",
Trade,Job displacement,climate policy-induced unemployment,"  3,00 ",
Trade,Trade and Sufficiency,Trade Policies for Sufficiency,"  3,00 ",
Trade,Trade and Sufficiency,Resource-efficient Trade,"  3,00 ",
Trade,Incentives & Behavioral Shifts,sufficiency-driven consumption,"  3,00 ",
Housing,Energy/resource/emissions,housing related GHG,"  3,00 ",
Housing,Building Sector Policies and Measures,downsizing real estate,"  3,00 ",
Housing,Building Sector Policies and Measures,optimised use of building,"  3,00 ",
Housing,Building Sector Policies and Measures,adjusting housing size,"  3,00 ",
Mobility,Energy/resource/emissions,transport related resource,"  3,00 ",
Mobility,"Infrastructure, planning, policy",20 Min Cit,"  3,00 ",
Food,Fiscal,subsidizing nutrient-rich foods,"  3,00 ",
Food,Livestock,low-emission dairy farming,"  3,00 ",
Logistic,Transport infrastructure,slow freight movement,"  3,00 ",
Logistic,Logistic,supply chain future-proof,"  3,00 ",
Sufficiency ,Energy policies,low demand for energy services,"  2,00 ",
Sufficiency ,Environmental advantages/benefits,carbon footprint reduction in agriculture,"  2,00 ",
Sufficiency ,Environmental advantages/benefits,climate mitigation in food systems,"  2,00 ",
Sufficiency ,General advantages/benefits,benefits of food sufficiency,"  2,00 ",
Sufficiency ,Policies,sustainable food policy frameworks,"  2,00 ",
Sufficiency ,Political Make-up & Governance,politic inclusion,"  2,00 ",
Urban settlements ,Urban green spaces,restorative pocket park,"  2,00 ",
Trade,Policy & Governance,state-led economic transitions,"  2,00 ",
Trade,Trade and Sufficiency,Eco-conscious Sourcing,"  2,00 ",
Trade,Trade and Sufficiency,Sustainable Consumption Trade,"  2,00 ",
Trade,Environmental and Resource Use,Zero Waste Trade,"  2,00 ",
Trade,Environmental and Resource Use,Low-Impact Supply Chains,"  2,00 ",
Trade,Environmental and Resource Use,Eco-efficient Trade,"  2,00 ",
Trade,Industry,industrial sufficiency,"  2,00 ",
Trade,Industrial Policy,Sufficiency and High-Tech Sectors,"  2,00 ",
Mobility,Mobility policies,mobility demand reduction,"  2,00 ",
Mobility,Energy/resource/emissions,mobility related resource,"  2,00 ",
Food,General,food security and sufficiency policies,"  2,00 ",
Logistic,Transport infrastructure,resource-efficient freight,"  2,00 ",
Logistic,Transport infrastructure,sustainable supports demand,"  2,00 ",
Logistic,Transport infrastructure,efficient shipper,"  2,00 ",
Logistic,Transport infrastructure,eco-conscious shipper,"  2,00 ",
Logistic,Logistic,return home rule,"  2,00 ",
Sufficiency ,Economic advantages/benefits,economic advantages of food sufficiency,"  1,00 ",
Sufficiency ,General challenges/barriers,barriers to food sufficiency,"  1,00 ",
Sufficiency ,Political Make-up & Governance,centra govern,"  1,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",community-led urban initiative,"  1,00 ",
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",community led urban initiative,"  1,00 ",
Sufficiency ,Resource conservation,energy consumption corridor,"  1,00 ",
Sufficiency ,Social and Economic Sustainability Goals,fair distribution of living space,"  1,00 ",
Sufficiency ,Social and Economic Sustainability Goals,fair housing distribution,"  1,00 ",
Sufficiency ,Social and Economic Sustainability Goals,split care work,"  1,00 ",
Sufficiency ,Technology and Data in Urban Development,intergovernment relation,"  1,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Semi-natural urban landscapes,"  1,00 ",
Urban settlements ,Construction of sustainable urban infrastructure,Crowding in urban green spaces,"  1,00 ",
Urban settlements ,Sustainable urban planning,sustainable zoning policy,"  1,00 ",
Urban settlements ,Biodiversity conservation & habitat protection,wildlife-friendly planning,"  1,00 ",
Trade,Policy & Governance,economic planning beyond GDP,"  1,00 ",
Trade,Innovation / Technology,tradition ecological model,"  1,00 ",
Trade,Finance and Investment,mining industry and sufficiency,"  1,00 ",
Trade,Finance and Investment,debt-for-sustainability swaps,"  1,00 ",
Trade,Trade and Sufficiency,Degrowth Trade,"  1,00 ",
Trade,Trade and Sufficiency,Eco-conscious Trade,"  1,00 ",
Trade,Trade and Sufficiency,Sufficiency Trade Strategies,"  1,00 ",
Trade,Trade and Sufficiency,Climate-conscious Trade,"  1,00 ",
Trade,Environmental and Resource Use,Low-Impact Trade,"  1,00 ",
Trade,Equitable Resource Distribution,historical resource inequities,"  1,00 ",
Trade,Crisis Management,stalling technological progress,"  1,00 ",
Housing,Energy/resource/emissions,housing related greenhouse gas,"  1,00 ",
Housing,Building Sector Policies and Measures,optimised use of appliance,"  1,00 ",
Digitalisation,Infrastructure,internet interconnexion,"  1,00 ",
Mobility,Car reduction,individual car reduction,"  1,00 ",
Mobility,Post-growth / degrowth mobility,post-growth mobility,"  1,00 ",
Mobility,Post-growth / degrowth mobility,post-growth transport,"  1,00 ",
Mobility,Post-growth / degrowth mobility,degrowth mobility,"  1,00 ",
Food,Practices,nutrition and food best practice,"  1,00 ",
Food,Practices,nutrition and food best practices,"  1,00 ",
Food,General,sufficiency in agri-food systems,"  1,00 ",
Food,General,climate change and food sufficiency,"  1,00 ",
Food,General,consumer behavior and sufficiency,"  1,00 ",
Logistic,Transport infrastructure,alternative-fuel road transport,"  1,00 ",
Logistic,Transport infrastructure,last-mile sustainable freight,"  1,00 ",
Logistic,Transport measures,Waterborne Urban Logistics,"  1,00 ",
Logistic,Logistic,smart-management supply chain,"  1,00 ",
Sufficiency ,Accessibility,TAM Internet use,  -   ,y
Sufficiency ,Drivers of production,zero-waste logistic,  -   ,y
Sufficiency ,Drivers of production,overproduction awareness,  -   ,y
Sufficiency ,Drivers of production,non-essential transport reduction,  -   ,y
Sufficiency ,Economic advantages/benefits,economic benefits of food sufficiency,  -   ,y
Sufficiency ,Economic advantages/benefits,economic resilience in agri-food systems,  -   ,y
Sufficiency ,Economic advantages/benefits,supply chain adaptation in food sufficiency,  -   ,y
Sufficiency ,Economic barriers/challenges,economic barriers in agri-food systems,  -   ,y
Sufficiency ,Economic impact (general),economic impact of sufficiency policies,  -   ,y
Sufficiency ,Economic impact (general),market trends in sustainable food,  -   ,y
Sufficiency ,Economic impact (general),sufficiency vs growth-driven food policies,  -   ,y
Sufficiency ,Economic impact (general),financial viability of sustainable farming,  -   ,y
Sufficiency ,Energy policies,non-technological energy demand solutions,  -   ,y
Sufficiency ,Environmental advantages/benefits,environmental benefits of food sufficiency,  -   ,y
Sufficiency ,Environmental advantages/benefits,water conservation in food systems,  -   ,y
Sufficiency ,Environmental impact (general),limited soil sealing,  -   ,y
Sufficiency ,General advantages/benefits,reduction of losses across the food supply chain,  -   ,y
Sufficiency ,General challenges/barriers,barriers to sufficiency in agri-food systems,  -   ,y
Sufficiency ,General challenges/barriers,food system transition barriers,  -   ,y
Sufficiency ,General challenges/barriers,technological limitations in sustainable agriculture,  -   ,y
Sufficiency ,General challenges/barriers,societal challenges in food sufficiency,  -   ,y
Sufficiency ,General challenges/barriers,market resistance to sustainable food,  -   ,y
Sufficiency ,Political Make-up & Governance,hybrid politic system,  -   ,y
Sufficiency ,Political Make-up & Governance,part ideolog,  -   ,y
Sufficiency ,Political Make-up & Governance,decentra govern,  -   ,y
Sufficiency ,Political Make-up & Governance,sector policy fragment,  -   ,y
Sufficiency ,Political Make-up & Governance,city-level party dynamic,  -   ,y
Sufficiency ,Political Make-up & Governance,city level party dynamic,  -   ,y
Sufficiency ,Political Make-up & Governance,urban party dynamic,  -   ,y
Sufficiency ,Political Make-up & Governance,municipal party dynamic,  -   ,y
Sufficiency ,Political Make-up & Governance,local elector process,  -   ,y
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",citizen-led govern,  -   ,y
Sufficiency ,"Public Participation, Inclusive Policies and Civil Engagement",citizen led govern,  -   ,y
Sufficiency ,Resource conservation,optimization housing insulation,  -   ,y
Sufficiency ,Social and Economic Sustainability Goals,equitable distribution of living space,  -   ,y
Sufficiency ,Social and Economic Sustainability Goals,equitable care work distribution,  -   ,y
Sufficiency ,Social and Economic Sustainability Goals,eco-feminist housing,  -   ,y
Sufficiency ,Social and Economic Sustainability Goals,eco-feminist architecture,  -   ,y
Sufficiency ,Social and Economic Sustainability Goals,eco-feminist design,  -   ,y
Sufficiency ,Social barriers/challenges,social challenges in food sufficiency,  -   ,y
Sufficiency ,Social barriers/challenges,social barriers in food systems,  -   ,y
Sufficiency ,Social barriers/challenges,consumer acceptance of sufficiency,  -   ,y
Sufficiency ,Social impact (general),social impact of food sufficiency,  -   ,y
Sufficiency ,Social impact (general),social impact of sufficiency policies,  -   ,y
Sufficiency ,Social impact (general),food demand reduction efforts,  -   ,y
Sufficiency ,Social impact (general),alternate approaches to consumption,  -   ,y
Sufficiency ,Social impact (general),plant-based over meat-based diet,  -   ,y
Sufficiency ,Technology and Data in Urban Development,politic decentral,  -   ,y
Sufficiency ,Technology and Data in Urban Development,municipal govern model,  -   ,y
Urban settlements ,Construction of sustainable urban infrastructure,Urban area protection zones,  -   ,y
Urban settlements ,Construction of sustainable urban infrastructure,Priority Development map,  -   ,y
Urban settlements ,Construction of sustainable urban infrastructure,Social housing with sufficiency principles,  -   ,y
Urban settlements ,Urban form and morphology,Bio-based hybrid structures,  -   ,y
Urban settlements ,Urban form and morphology,Low-impact city models,  -   ,y
Urban settlements ,Urban form and morphology,Micro-green expansion,  -   ,y
Trade,Social & Labor Impacts,livelihood equity in post-growth scenarios,  -   ,y
Trade,Social & Labor Impacts,social benefits of working less,  -   ,y
Trade,Social & Labor Impacts,protecting workers in deindustrialization,  -   ,y
Trade,Impacts,Policy effectiveness in developed vs. developing countries,  -   ,y
Trade,Policy & Governance,policy instruments for post-growth economies,  -   ,y
Trade,Policy & Governance,government intervention in sustainable markets,  -   ,y
Trade,Policy & Governance,localizing economic governance,  -   ,y
Trade,Policy & Governance,multi-level governance and sufficiency,  -   ,y
Trade,Policy & Governance,alternative governance models for economic resilience,  -   ,y
Trade,Policy & Governance,industrial policy for sufficiency,  -   ,y
Trade,Job displacement,carbon lock-in job losses,  -   ,y
Trade,Job displacement,green job disruption,  -   ,y
Trade,Job displacement,environmental policy layoffs,  -   ,y
Trade,Job displacement,fossil fuel phaseout job losses,  -   ,y
Trade,Job displacement,energy transition job losses,  -   ,y
Trade,Negative Economic Impacts of Green Policies,regressive green taxation,  -   ,y
Trade,Negative Economic Impacts of Green Policies,green policy economic burden,  -   ,y
Trade,Negative Economic Impacts of Green Policies,economic contraction from climate policies,  -   ,y
Trade,Negative Economic Impacts of Green Policies,green policy-induced inequality,  -   ,y
Trade,Negative Economic Impacts of Green Policies,inflationary effects of climate regulations,  -   ,y
Trade,Negative Economic Impacts of Green Policies,financial risks of net-zero transition,  -   ,y
Trade,Finance and Investment,trade-related environmental finance,  -   ,y
Trade,Finance and Investment,anti-extractive capital flows,  -   ,y
Trade,Finance and Investment,divestment from resource-intensive industries,  -   ,y
Trade,Finance and Investment,fossil fuel divestment and trade policies,  -   ,y
Trade,Finance and Investment,reducing financial dependency on resource exports,  -   ,y
Trade,Finance and Investment,ethical banking and fair trade,  -   ,y
Trade,Finance and Investment,alternative finance for sufficiency economies,  -   ,y
Trade,Finance and Investment,local currency and trade resilience,  -   ,y
Trade,Finance and Investment,cooperative banking models in international trade,  -   ,y
Trade,Finance and Investment,sufficiency-compatible FDI,  -   ,y
Trade,Finance and Investment,ethical FDI in developing economies,  -   ,y
Trade,Finance and Investment,post-growth international finance models,  -   ,y
Trade,Finance and Investment,global investment shifts toward sufficiency economies,  -   ,y
Trade,Finance and Investment,trade-related sovereign debt policies,  -   ,y
Trade,Finance and Investment,impact of debt on sufficiency-oriented trade,  -   ,y
Trade,Finance and Investment,IMF/World Bank and sufficiency,  -   ,y
Trade,Finance and Investment,global financial institutions and post-growth trade models,  -   ,y
Trade,Finance and Investment,barter trade and sufficiency,  -   ,y
Trade,Finance and Investment,non-monetary trade systems,  -   ,y
Trade,Finance and Investment,alternative monetary policies for sufficiency economies,  -   ,y
Trade,Finance and Investment,regional trade agreements supporting sufficiency,  -   ,y
Trade,Consumer / Cultural Issues (demand-side),Resource-conscious Consumers,  -   ,y
