"openalex_id";"chunk_id";"regional_group";"single_policy_item";"geographical_scopes";"main_country_focus";"human_needs";"natural_resources";"wellbeing";"justice";"planetary_boundaries"
W157153556;17;North America;Expand insurance coverage to include more individuals, particularly those below the poverty line;{'Countries'};{'United States'};;;;;
W157153556;17;North America;Increase the availability of general practitioners and healthcare providers in underserved neighborhoods;{'Countries'};{'United States'};;;;;
W157153556;17;North America;Address transportation and time-off barriers to healthcare access;{'Countries'};{'United States'};;;;;
W157153556;17;North America;Provide financial assistance for out-of-pocket medical expenses, especially for low-income families;{'Countries'};{'United States'};;;;;
W157153556;17;North America;Enhance primary care services to reduce reliance on emergency departments;{'Countries'};{'United States'};;;;;
W157153556;17;North America;Conduct further research on the relationship between healthcare access points and emergency department use.;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Implement policies to reduce out-of-pocket healthcare expenses for low-income families;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Expand health insurance coverage to decrease unmet medical care needs;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Address the financial burden of medical expenses on basic necessities;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Improve access to mental health care for women;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Increase healthcare access for individuals in fair to poor health;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Reduce healthcare costs and insurance-related problems;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Promote the use of a usual source of care to decrease emergency department visits;{'Countries'};{'United States'};;;;;
W157153556;18;North America;Implement targeted interventions for frequent users of emergency departments.;{'Countries'};{'United States'};;;;;
W157153556;19;North America;Expand access to primary care providers to reduce non-urgent ED visits;{'Countries'};;;;;;
W157153556;19;North America;Address transportation problems to improve access to healthcare services;{'Countries'};;;;;;
W157153556;19;North America;Provide after-hours care options to decrease reliance on ED for non-emergency needs;{'Countries'};;;;;;
W157153556;19;North America;Implement policies to ensure access to prescription medications for uninsured individuals;{'Countries'};;;;;;
W157153556;19;North America;Target interventions for individuals with poor physical and mental health to reduce ED use;{'Countries'};;;;;;
W157153556;19;North America;Address health disparities among racial/ethnic minorities and those living in poverty to improve healthcare access and outcomes.;{'Countries'};;;;;;
W157153556;20;North America;Expand insurance coverage to include prescription medication benefits for low-income and uninsured individuals;{'Countries'};;;;;;
W157153556;20;North America;Implement cost-sharing reduction programs for prescription medications;{'Countries'};;;;;;
W157153556;20;North America;Increase funding for drug benefit programs to cover low-income populations;{'Countries'};;;;;;
W157153556;20;North America;Address racial/ethnic disparities in access to prescription medications through targeted outreach and support programs;{'Countries'};;;;;;
W157153556;20;North America;Provide subsidies or financial assistance for transportation to pharmacies;{'Countries'};;;;;;
W157153556;20;North America;Integrate prescription medication costs into overall healthcare cost discussions to reduce financial burden on households;{'Countries'};;;;;;
W157153556;20;North America;Enhance compliance with prescribed drug regimens through patient education and support services;{'Countries'};;;;;;
W157153556;20;North America;Conduct further research on the impact of prescription medication costs on health outcomes and quality of life.;{'Countries'};;;;;;
W157153556;21;North America;Implement policies to control and reduce the rising costs of prescription medications;;;;;;;
W157153556;21;North America;Expand insurance coverage to ensure all individuals, especially those with chronic conditions, can afford necessary medications;;;;;;;
W157153556;21;North America;Address barriers to healthcare access, including geographical, transportation, cultural, and linguistic barriers;;;;;;;
W157153556;21;North America;Improve access to healthcare for economically and socially vulnerable populations;;;;;;;
W157153556;21;North America;Investigate the role of perceived health status in predicting health behavior;;;;;;;
W157153556;21;North America;Study the theories of relative deprivation and social drift to understand healthcare-seeking behaviors among vulnerable populations.;;;;;;;
W157153556;22;North America;Address barriers to healthcare and resource access;{'Countries'};{'United States'};;;;;
W157153556;22;North America;improve health insurance coverage;{'Countries'};{'United States'};;;;;
W157153556;22;North America;implement policies to mitigate social drift effects;{'Countries'};{'United States'};;;;;
W157153556;22;North America;enhance support for disadvantaged groups;{'Countries'};{'United States'};;;;;
W157153556;22;North America;promote institutional trust;{'Countries'};{'United States'};;;;;
W157153556;22;North America;reduce discrimination;{'Countries'};{'United States'};;;;;
W157153556;22;North America;address negative emotions and feelings of discrimination;{'Countries'};{'United States'};;;;;
W157153556;22;North America;focus on perceived health need to predict health behavior;{'Countries'};{'United States'};;;;;
W157153556;22;North America;consider race/ethnicity in health policy;{'Countries'};{'United States'};;;;;
W157153556;22;North America;support healthy individuals within disadvantaged groups to bolster community resilience;{'Countries'};{'United States'};;;;;
W157153556;23;North America;Collect more specific race/ethnicity data and income and class data;;;;;;;
W157153556;23;North America;Replicate the study to include medically underserved Anglo Americans;;;;;;;
W157153556;23;North America;Expand research to include gender, social distress, and neighborhood effects on access to healthcare;;;;;;;
W157153556;23;North America;Gather additional data on barriers to accessing safety-net healthcare;;;;;;;
W157153556;23;North America;Extend care to individuals not based on geographic parameters or local or county funding;;;;;;;
W157153556;23;North America;Subsidize healthcare for already existing healthcare providers;;;;;;;
W157153556;23;North America;Expand services to already existing public access points such as schools or community centers.;;;;;;;
W157153556;24;North America;Expand access to usual sources of care;{'Countries'};;;;;;
W157153556;24;North America;Address transportation barriers to healthcare;{'Countries'};;;;;;
W157153556;24;North America;Provide support for individuals needing assistance with healthcare navigation;{'Countries'};;;;;;
W157153556;24;North America;Ensure paid time-off for medical appointments;{'Countries'};;;;;;
W157153556;24;North America;Simplify healthcare paperwork processes;{'Countries'};;;;;;
W157153556;25;North America;No policy recommendations;;;;;;;
W1595127322;0;Latin American and Caribbean States;Implement demand management approaches;{'Countries'};{'Mexico'};;;;;
W1595127322;0;Latin American and Caribbean States;Encourage private sector participation in water provision through concessions;{'Countries'};{'Mexico'};;;;;
W1595127322;0;Latin American and Caribbean States;Establish basin councils, commissions, and committees for integrated water management;{'Countries'};{'Mexico'};;;;;
W1595127322;0;Latin American and Caribbean States;Expand environmental service payment programs to protect water sources;{'Countries'};{'Mexico'};;;;;
